"StationCode","MethodCode","SampleDate","Datetime","SampleID","TrapStatus","Tide","effort.hrs","Comments"
"PCS","FKTR",2010-02-25,2010-02-25 12:06:00,3609,"Check","",24.6166666666667,""
"PCS","FKTR",2010-02-26,2010-02-26 12:14:00,3610,"Pull","",24.1333333333333,""
"PCS","FKTR",2010-03-01,2010-03-01 11:10:00,3611,"Set","",0,""
"PCS","FKTR",2010-03-02,2010-03-02 12:25:00,3612,"Check","",25.25,""
"PCS","FKTR",2010-03-03,2010-03-03 12:49:00,3613,"Check","",24.4,""
"PCS","FKTR",2010-03-04,2010-03-04 11:59:00,3614,"Pull","",23.1666666666667,""
"PCS","FKTR",2010-03-08,2010-03-08 11:20:00,3615,"Set","",0,""
"PCS","FKTR",2010-03-09,2010-03-09 12:15:00,3616,"Check","",24.9166666666667,""
"PCS","FKTR",2010-03-10,2010-03-10 11:20:00,1030,"Check","",23.0833333333333,""
"PCS","FKTR",2010-03-11,2010-03-11 13:42:00,1031,"Pull","",26.3666666666667,""
"PCS","FKTR",2010-03-15,2010-03-15 11:30:00,1032,"Set","",0,"Membrane just changed on YSI"
"PCS","FKTR",2010-03-16,2010-03-16 11:53:00,1033,"Check","",24.3833333333333,""
"PCS","FKTR",2010-03-17,2010-03-17 14:05:00,1034,"Check","",26.2,""
"PCS","FKTR",2010-03-18,2010-03-18 11:28:00,3588,"Pull","",21.3833333333333,""
"PCS","FKTR",2010-03-22,2010-03-22 11:30:00,3589,"Set","",0,""
"PCS","FKTR",2010-03-23,2010-03-23 10:52:00,3590,"Check","",23.3666666666667,""
"PCS","FKTR",2010-03-24,2010-03-24 13:13:00,3591,"Check","",26.35,""
"PCS","FKTR",2010-03-25,2010-03-25 11:40:00,3592,"Check","",22.45,""
"PCS","FKTR",2010-03-26,2010-03-26 11:30:00,3593,"Pull","",23.8333333333333,""
"PCS","FKTR",2010-03-29,2010-03-29 10:30:00,3594,"Set","",0,""
"PCS","FKTR",2010-03-30,2010-03-30 13:18:00,3595,"Check","",26.8,""
"PCS","FKTR",2010-03-31,2010-03-31 11:40:00,3596,"Check","",22.3666666666667,"WHS (254) many lrg tumors; SASU spawning colors"
"PCS","FKTR",2010-04-01,2010-04-01 11:49:00,3597,"Pull","",24.15,""
"PCS","FKTR",2010-04-05,2010-04-05 09:42:00,3598,"Set","",0,""
"PCS","FKTR",2010-04-06,2010-04-06 11:43:00,3599,"Check","",26.0166666666667,""
"PCS","FKTR",2010-04-07,2010-04-07 11:51:00,3657,"Check","",24.1333333333333,""
"PCS","FKTR",2010-04-08,2010-04-08 11:45:00,3658,"Pull","",23.9,""
"PCS","FKTR",2010-04-12,2010-04-12 13:37:00,3659,"Set","",0,"Secchi measuring stick broken"
"PCS","FKTR",2010-04-13,2010-04-13 11:46:00,3660,"Check","",22.15,""
"PCS","FKTR",2010-04-14,2010-04-14 11:20:00,3661,"Check","",23.5666666666667,""
"PCS","FKTR",2010-04-15,2010-04-15 11:38:00,3662,"Pull","",24.3,""
"PCS","FKTR",2010-04-19,2010-04-19 12:45:00,3663,"Set","",0,""
"PCS","FKTR",2010-04-20,2010-04-20 09:45:00,3671,"Pull","",21,""
"PCS","FKTR",2010-04-20,2010-04-20 12:45:00,3672,"Set","",0,"Checked earlier; reset the trap"
"PCS","FKTR",2010-04-21,2010-04-21 12:25:00,3673,"Check","",23.6666666666667,""
"PCS","FKTR",2010-04-22,2010-04-22 11:30:00,3674,"Check","",23.0833333333333,""
"PCS","FKTR",2010-04-23,2010-04-23 12:40:00,3675,"Pull","",25.1666666666667,"YSI not working"
"PCS","FKTR",2010-04-26,2010-04-26 10:09:00,3676,"Set","",0,""
"PCS","FKTR",2010-04-27,2010-04-27 11:10:00,3677,"Check","",25.0166666666667,""
"PCS","FKTR",2010-04-28,2010-04-28 13:20:00,1041,"Check","",26.1666666666667,""
"PCS","FKTR",2010-04-29,2010-04-29 12:20:00,1042,"Check","",23,""
"PCS","FKTR",2010-04-30,2010-04-30 09:35:00,1043,"Pull","",21.25,""
"PCS","FKTR",2010-05-03,2010-05-03 11:00:00,1044,"Set","",0,""
"PCS","FKTR",2010-05-04,2010-05-04 11:30:00,1045,"Check","",24.5,""
"PCS","FKTR",2010-05-05,2010-05-05 11:05:00,1046,"Check","",23.5833333333333,""
"PCS","FKTR",2010-05-06,2010-05-06 11:50:00,1047,"Pull","",24.75,""
"PCS","FKTR",2010-05-10,2010-05-10 11:15:00,1048,"Set","",0,""
"PCS","FKTR",2010-05-11,2010-05-11 11:59:00,1049,"Check","",24.7333333333333,""
"PCS","FKTR",2010-05-12,2010-05-12 11:06:00,1050,"Check","",23.1166666666667,""
"PCS","FKTR",2010-05-13,2010-05-13 12:29:00,1051,"Pull","",25.3833333333333,""
"PCS","FKTR",2010-05-17,2010-05-17 10:36:00,1052,"Set","",0,""
"PCS","FKTR",2010-05-18,2010-05-18 11:30:00,1053,"Check","",24.9,""
"PCS","FKTR",2010-05-19,2010-05-19 12:10:00,1054,"Check","",24.6666666666667,""
"PCS","FKTR",2010-05-20,2010-05-20 11:03:00,1055,"Pull","",22.8833333333333,""
"PCS","FKTR",2010-05-27,2010-05-27 09:00:00,3691,"Set","",0,""
"PCS","FKTR",2010-05-28,2010-05-28 10:24:00,3692,"Pull","",25.4,""
"PCS","FKTR",2010-06-01,2010-06-01 11:55:00,3706,"Set","",0,"Did not take water quality."
"PCS","FKTR",2010-06-02,2010-06-02 13:52:00,3695,"Check","",25.95,""
"PCS","FKTR",2010-06-03,2010-06-03 13:15:00,3704,"Check","",23.3833333333333,""
"PCS","FKTR",2010-06-07,2010-06-07 10:45:00,3705,"Set","",0,""
"PCS","FKTR",2010-06-08,2010-06-08 14:35:00,3703,"Check","",27.8333333333333,""
"PCS","FKTR",2010-06-09,2010-06-09 13:02:00,3700,"Check","",22.45,""
"PCS","FKTR",2010-06-10,2010-06-10 11:45:00,3699,"Pull","",22.7166666666667,""
"PCS","FKTR",2010-06-14,2010-06-14 11:42:00,3715,"Set","",0,""
"PCS","FKTR",2010-06-15,2010-06-15 09:30:00,3714,"Check","",21.8,""
"PCS","FKTR",2010-06-16,2010-06-16 15:00:00,3713,"Check","",29.5,""
"PCS","FKTR",2010-06-17,2010-06-17 11:40:00,3712,"Pull","",20.6666666666667,""
"PCS","FKTR",2010-06-21,2010-06-21 11:50:00,3711,"Set","",0,""
"PCS","FKTR",2010-06-22,2010-06-22 09:31:00,3710,"Check","",21.6833333333333,""
"PCS","FKTR",2010-06-23,2010-06-23 12:07:00,3709,"Check","",26.6,""
"PCS","FKTR",2010-06-24,2010-06-24 12:15:00,3708,"Check","",24.1333333333333,""
"PCS","FKTR",2010-06-25,2010-06-25 11:38:00,3707,"Pull","",23.3833333333333,""
"PCS","FKTR",2010-06-28,2010-06-28 11:00:00,3697,"Set","",0,""
"PCS","FKTR",2010-06-29,2010-06-29 10:20:00,3701,"Check","",23.3333333333333,"STB is 35 not 350."
"PCS","FKTR",2010-06-30,2010-06-30 10:45:00,3734,"Check","",24.4166666666667,""
"PCS","FKTR",2010-07-01,2010-07-01 11:05:00,3737,"Pull","",24.3333333333333,"STB 40 and 30 is correct."
"PCS","FKTR",2010-10-05,2010-10-05 09:15:00,1065,"Set","",0,"10 AM set- 1st of the season."
"PCS","FKTR",2010-10-06,2010-10-06 11:50:00,1066,"Check","",26.5833333333333,""
"PCS","FKTR",2010-10-07,2010-10-07 13:30:00,3558,"Pull","",25.6666666666667,""
"PCS","FKTR",2010-10-11,2010-10-11 09:25:00,3559,"Set","",0,"pH meter not working properly -kr"
"PCS","FKTR",2010-10-12,2010-10-12 10:00:00,3560,"Check","",24.5833333333333,"pH meter not working-kr"
"PCS","FKTR",2010-10-13,2010-10-13 10:00:00,3561,"Check","",24,"pH meter not working properly"
"PCS","FKTR",2010-10-14,2010-10-14 10:30:00,3562,"Pull","",24.5,"Salmon!!!"
"PCS","FKTR",2010-10-18,2010-10-18 09:00:00,3563,"Set","",0,"water really low"
"PCS","FKTR",2010-10-19,2010-10-19 10:00:00,3564,"Check","",25,""
"PCS","FKTR",2010-10-20,2010-10-20 09:45:00,3565,"Check","",23.75,""
"PCS","FKTR",2010-10-21,2010-10-21 09:30:00,1059,"Pull","",23.75,"Trap came up at an angle"
"PCS","FKTR",2010-10-25,2010-10-25 10:30:00,3566,"Set","",0,""
"PCS","FKTR",2010-10-26,2010-10-26 11:20:00,3567,"Check","",24.8333333333333,""
"PCS","FKTR",2010-10-27,2010-10-27 10:30:00,3568,"Check","",23.1666666666667,""
"PCS","FKTR",2010-10-28,2010-10-28 13:00:00,3569,"Check","",26.5,""
"PCS","FKTR",2010-10-29,2010-10-29 10:00:00,3570,"Pull","",21,""
"PCS","FKTR",2010-11-01,2010-11-01 10:30:00,1060,"Set","",0,""
"PCS","FKTR",2010-11-02,2010-11-02 10:39:00,3571,"Check","",24.15,""
"PCS","FKTR",2010-11-03,2010-11-03 10:45:00,3572,"Check","",24.1,""
"PCS","FKTR",2010-11-04,2010-11-04 09:40:00,3573,"Check","",22.9166666666667,""
"PCS","FKTR",2010-11-05,2010-11-05 09:45:00,3574,"Pull","",24.0833333333333,""
"PCS","FKTR",2010-11-08,2010-11-08 10:00:00,3575,"Set","",0,""
"PCS","FKTR",2010-11-09,2010-11-09 09:00:00,3576,"Check","",23,"No rope on back when at bank, Pulled out completely. Retrapped(?)"
"PCS","FKTR",2010-11-10,2010-11-10 09:48:00,3577,"Check","",24.8,""
"PCS","FKTR",2010-11-15,2010-11-15 13:49:00,3579,"Set","",0,""
"PCS","FKTR",2010-11-16,2010-11-16 09:35:00,1062,"Check","",19.7666666666667,""
"PCS","FKTR",2010-11-17,2010-11-17 09:40:00,3580,"Check","",24.0833333333333,""
"PCS","FKTR",2010-11-18,2010-11-18 10:15:00,3581,"Check","",24.5833333333333,""
"PCS","FKTR",2010-11-19,2010-11-19 10:40:00,3578,"Pull","",24.4166666666667,""
"PCS","FKTR",2010-11-22,2010-11-22 09:35:00,3582,"Set","",0,""
"PCS","FKTR",2010-11-23,2010-11-23 09:45:00,3583,"Check","",24.1666666666667,""
"PCS","FKTR",2010-11-24,2010-11-24 09:45:00,3584,"Pull","",24,""
"PCS","FKTR",2010-11-29,2010-11-29 10:00:00,3585,"Set","",0,""
"PCS","FKTR",2010-11-30,2010-11-30 10:20:00,3586,"Check","",24.3333333333333,""
"PCS","FKTR",2010-12-01,2010-12-01 10:10:00,3587,"Check","",23.8333333333333,""
"PCS","FKTR",2010-12-02,2010-12-02 11:10:00,3747,"Check","",25,""
"PCS","FKTR",2010-12-03,2010-12-03 09:30:00,1064,"Pull","",22.3333333333333,""
"PCS","FKTR",2010-12-06,2010-12-06 09:30:00,3752,"Set","",0,"ysi in cage for maintenance"
"PCS","FKTR",2010-12-07,2010-12-07 09:15:00,3753,"Check","",23.75,"ysi in cage for maintenance, 1 door loose"
"PCS","FKTR",2010-12-08,2010-12-08 13:15:00,3754,"Check","",28,"repositioned trap,~ 3ft upstream"
"PCS","FKTR",2010-12-09,2010-12-09 11:00:00,3935,"Check","",21.75,""
"PCS","FKTR",2010-12-10,2010-12-10 12:10:00,3748,"Pull","",25.1666666666667,""
"PCS","FKTR",2010-12-13,2010-12-13 09:45:00,3749,"Set","",0,"ysi left in cage"
"PCS","FKTR",2010-12-14,2010-12-14 11:00:00,3750,"Check","",25.25,""
"PCS","FKTR",2010-12-15,2010-12-15 10:30:00,3751,"Check","",23.5,""
"PCS","FKTR",2010-12-16,2010-12-16 13:30:00,3755,"Check","",27,""
"PCS","FKTR",2010-12-17,2010-12-17 12:30:00,3756,"Pull","",23,""
"PCS","FKTR",2010-12-20,2010-12-20 09:30:00,3757,"Set","",0,""
"PCS","FKTR",2010-12-21,2010-12-21 14:30:00,3758,"Check","",29,""
"PCS","FKTR",2010-12-22,2010-12-22 10:00:00,3759,"Check","",19.5,""
"PCS","FKTR",2010-12-23,2010-12-23 14:45:00,3760,"Check","",28.75,""
"PCS","FKTR",2010-12-24,2010-12-24 08:30:00,3761,"Pull","",17.75,"ysi dead"
"PCS","FKTR",2010-12-27,2010-12-27 10:00:00,3762,"Set","",0,""
"PCS","FKTR",2010-12-28,2010-12-28 10:30:00,3763,"Check","",24.5,""
"PCS","FKTR",2010-12-29,2010-12-29 12:00:00,3764,"Check","",25.5,""
"PCS","FKTR",2010-12-30,2010-12-30 11:23:00,3765,"Check","",23.3833333333333,""
"PCS","FKTR",2010-12-31,2010-12-31 12:00:00,3766,"Check","",24.6166666666667,""
"PCS","FKTR",2011-01-03,2011-01-03 09:45:00,3767,"Set","",0,""
"PCS","FKTR",2011-01-04,2011-01-04 14:10:00,3768,"Check","",28.4166666666667,""
"PCS","FKTR",2011-01-05,2011-01-05 14:00:00,3769,"Check","",23.8333333333333,""
"PCS","FKTR",2011-01-06,2011-01-06 11:45:00,3770,"Check","",21.75,""
"PCS","FKTR",2011-01-07,2011-01-07 09:30:00,3771,"Pull","",21.75,""
"PCS","FKTR",2011-01-10,2011-01-10 12:40:00,3772,"Set","",0,""
"PCS","FKTR",2011-01-11,2011-01-11 13:15:00,3773,"Check","",24.5833333333333,""
"PCS","FKTR",2011-01-12,2011-01-12 13:00:00,3774,"Check","",23.75,""
"PCS","FKTR",2011-01-13,2011-01-13 11:45:00,3775,"Check","",22.75,""
"PCS","FKTR",2011-01-14,2011-01-14 11:15:00,3776,"Pull","",23.5,""
"PCS","FKTR",2011-01-18,2011-01-18 09:30:00,3777,"Set","",0,""
"PCS","FKTR",2011-01-19,2011-01-19 13:00:00,3907,"Check","",27.5,""
"PCS","FKTR",2011-01-20,2011-01-20 10:30:00,3906,"Check","",21.5,""
"PCS","FKTR",2011-01-21,2011-01-21 11:20:00,3905,"Pull","",24.8333333333333,""
"PCS","FKTR",2011-01-24,2011-01-24 11:10:00,3904,"Set","",0,""
"PCS","FKTR",2011-01-25,2011-01-25 11:45:00,3912,"Check","",24.5833333333333,"Trap was completely submerged looked dented (?)/ Saw fresh tire tracks near trap-> Did they scoop them(?)"
"PCS","FKTR",2011-01-26,2011-01-26 13:10:00,4695,"Check","",25.4166666666667,""
"PCS","FKTR",2011-01-27,2011-01-27 11:00:00,4694,"Check","",21.8333333333333,"ADDED CABLE AND LOCKS TO BOTH DOORS ON FYKE"
"PCS","FKTR",2011-01-28,2011-01-28 11:35:00,4693,"Pull","",24.5833333333333,""
"PCS","FKTR",2011-01-31,2011-01-31 10:30:00,3915,"Set","",0,""
"PCS","FKTR",2011-02-01,2011-02-01 10:55:00,3916,"Check","",24.4166666666667,""
"PCS","FKTR",2011-02-02,2011-02-02 12:00:00,3934,"Check","",25.0833333333333,""
"PCS","FKTR",2011-02-03,2011-02-03 11:00:00,3933,"Check","",23,""
"PCS","FKTR",2011-02-04,2011-02-04 11:11:00,3919,"Pull","",24.1833333333333,""
"PCS","FKTR",2011-02-07,2011-02-07 10:30:00,3921,"Set","",0,""
"PCS","FKTR",2011-02-08,2011-02-08 10:05:00,3931,"Check","",23.5833333333333,"Strong north wind, haf to realign trap slightly."
"PCS","FKTR",2011-02-09,2011-02-09 12:09:00,3930,"Check","",26.0666666666667,""
"PCS","FKTR",2011-02-10,2011-02-10 10:35:00,3929,"Check","",22.4333333333333,""
"PCS","FKTR",2011-02-11,2011-02-11 09:51:00,3928,"Pull","",23.2666666666667,""
"PCS","FKTR",2011-02-14,2011-02-14 09:55:00,3927,"Set","",0,""
"PCS","FKTR",2011-02-15,2011-02-15 10:40:00,3926,"Check","",24.75,""
"PCS","FKTR",2011-02-16,2011-02-16 12:20:00,3925,"Check","",25.6666666666667,""
"PCS","FKTR",2011-02-17,2011-02-17 10:30:00,4692,"Check","",22.1666666666667,""
"PCS","FKTR",2011-02-18,2011-02-18 11:00:00,3923,"Pull","",24.5,""
"PCS","FKTR",2011-02-22,2011-02-22 10:35:00,4034,"Set","",0,""
"PCS","FKTR",2011-02-23,2011-02-23 12:15:00,4033,"Check","",25.6666666666667,"Straightened the cables on the trap-> Always watch alignment of cables on trap, not just ropes."
"PCS","FKTR",2011-02-24,2011-02-24 10:45:00,4032,"Check","",22.5,""
"PCS","FKTR",2011-02-25,2011-02-25 10:20:00,4031,"Check","",23.5833333333333,""
"PCS","FKTR",2011-02-28,2011-02-28 11:00:00,4030,"Set","",0,""
"PCS","FKTR",2011-03-01,2011-03-01 11:00:00,4029,"Check","",24,""
"PCS","FKTR",2011-03-02,2011-03-02 11:50:00,4028,"Check","",24.8333333333333,"SPLT fell out back door of fyke"
"PCS","FKTR",2011-03-03,2011-03-03 10:45:00,4027,"Check","",22.9166666666667,""
"PCS","FKTR",2011-03-04,2011-03-04 11:45:00,4026,"Check","",25,""
"PCS","FKTR",2011-03-07,2011-03-07 10:20:00,4025,"Set","",0,""
"PCS","FKTR",2011-03-08,2011-03-08 10:23:00,4024,"Check","",24.05,""
"PCS","FKTR",2011-03-09,2011-03-09 12:45:00,4023,"Check","",26.3666666666667,""
"PCS","FKTR",2011-03-10,2011-03-10 11:20:00,4065,"Check","",22.5833333333333,""
"PCS","FKTR",2011-03-11,2011-03-11 12:40:00,4064,"Check","",25.3333333333333,"Saw angler catch sturgeon near trap in AM"
"PCS","FKTR",2011-03-14,2011-03-14 11:00:00,4063,"Set","",0,""
"PCS","FKTR",2011-03-15,2011-03-15 11:15:00,4062,"Check","",24.25,""
"PCS","FKTR",2011-03-16,2011-03-16 11:00:00,4061,"Check","",23.75,"SPLT got out of door"
"PCS","FKTR",2011-03-17,2011-03-17 11:10:00,4060,"Check","",24.1666666666667,"YSI not working"
"PCS","FKTR",2011-03-18,2011-03-18 10:55:00,4059,"Pull","",23.75,""
"PCS","FKTR",2011-04-14,2011-04-14 10:30:00,4058,"Set","",0,""
"PCS","FKTR",2011-04-14,2011-04-14 14:30:00,4057,"Check","",4,""
"PCS","FKTR",2011-04-15,2011-04-15 12:27:00,4056,"Pull","",21.95,""
"PCS","FKTR",2011-04-18,2011-04-18 09:30:00,4055,"Set","",0,""
"PCS","FKTR",2011-04-19,2011-04-19 09:00:00,4054,"Check","",23.5,""
"PCS","FKTR",2011-04-20,2011-04-20 12:00:00,4053,"Check","",27,"no DO"
"PCS","FKTR",2011-04-21,2011-04-21 14:00:00,4052,"Check","",26,""
"PCS","FKTR",2011-04-22,2011-04-22 12:30:00,4051,"Pull","",22.5,""
"PCS","FKTR",2011-04-25,2011-04-25 10:47:00,4050,"Set","",0,""
"PCS","FKTR",2011-04-26,2011-04-26 14:20:00,4049,"Check","",27.55,""
"PCS","FKTR",2011-04-27,2011-04-27 10:00:00,4048,"Check","",19.6666666666667,""
"PCS","FKTR",2011-04-28,2011-04-28 13:30:00,4047,"Check","",27.5,""
"PCS","FKTR",2011-04-29,2011-04-29 10:00:00,4046,"Pull","",20.5,"Ysi cord not working, Readings go from nagative #'s to what is listed."
"PCS","FKTR",2011-05-02,2011-05-02 10:30:00,4045,"Set","",0,""
"PCS","FKTR",2011-05-03,2011-05-03 11:40:00,4044,"Check","",25.1666666666667,""
"PCS","FKTR",2011-05-04,2011-05-04 11:30:00,4043,"Check","",23.8333333333333,""
"PCS","FKTR",2011-05-05,2011-05-05 09:20:00,4042,"Check","",21.8333333333333,""
"PCS","FKTR",2011-05-06,2011-05-06 09:40:00,4041,"Pull","",24.3333333333333,""
"PCS","FKTR",2011-05-09,2011-05-09 09:10:00,4040,"Set","",0,""
"PCS","FKTR",2011-05-10,2011-05-10 08:44:00,4039,"Check","",23.5666666666667,""
"PCS","FKTR",2011-05-11,2011-05-11 12:20:00,4038,"Check","",27.6,""
"PCS","FKTR",2011-05-12,2011-05-12 11:20:00,4037,"Check","",23,"Trap turns sideways when winching up."
"PCS","FKTR",2011-05-13,2011-05-13 11:15:00,4036,"Pull","",23.9166666666667,""
"PCS","FKTR",2011-05-16,2011-05-16 10:50:00,4035,"Set","",0,""
"PCS","FKTR",2011-05-17,2011-05-17 11:30:00,4070,"Check","",24.6666666666667,""
"PCS","FKTR",2011-05-18,2011-05-18 13:13:00,4069,"Check","",25.7166666666667,""
"PCS","FKTR",2011-05-19,2011-05-19 12:47:00,4068,"Check","",23.5666666666667,""
"PCS","FKTR",2011-05-20,2011-05-20 12:15:00,4067,"Pull","",23.4666666666667,""
"PCS","FKTR",2011-05-23,2011-05-23 11:00:00,4066,"Set","",0,""
"PCS","FKTR",2011-05-24,2011-05-24 11:27:00,4131,"Check","",24.45,""
"PCS","FKTR",2011-05-25,2011-05-25 12:06:00,4130,"Check","",24.65,""
"PCS","FKTR",2011-05-26,2011-05-26 10:50:00,4129,"Check","",22.7333333333333,""
"PCS","FKTR",2011-05-27,2011-05-27 11:12:00,4128,"Pull","",24.3666666666667,""
"PCS","FKTR",2011-05-31,2011-05-31 10:10:00,4127,"Set","",0,"DO meter not fully  calibrated, reading low"
"PCS","FKTR",2011-06-01,2011-06-01 12:38:00,4126,"Check","",26.4666666666667,"Found shovel near trap"
"PCS","FKTR",2011-06-02,2011-06-02 10:45:00,4125,"Check","",22.1166666666667,""
"PCS","FKTR",2011-06-03,2011-06-03 11:05:00,4124,"Pull","",24.3333333333333,"No adipose fin. 556 ysi handheld temp probe bad-> all other WQ parameters dependent"
"PCS","FKTR",2011-06-06,2011-06-06 09:35:00,4123,"Set","",0,""
"PCS","FKTR",2011-06-07,2011-06-07 15:00:00,4122,"Check","",29.4166666666667,"Lost back bungee, lost a few fish on pull out.zip tied back door"
"PCS","FKTR",2011-06-08,2011-06-08 10:35:00,4142,"Check","",19.5833333333333,""
"PCS","FKTR",2011-06-09,2011-06-09 14:15:00,4141,"Check","",27.6666666666667,""
"PCS","FKTR",2011-06-10,2011-06-10 08:05:00,4140,"Pull","",17.8333333333333,""
"PCS","FKTR",2011-06-13,2011-06-13 10:32:00,4139,"Set","",0,""
"PCS","FKTR",2011-06-14,2011-06-14 11:00:00,4138,"Check","",24.4666666666667,""
"PCS","FKTR",2011-06-15,2011-06-15 12:10:00,4137,"Check","",25.1666666666667,""
"PCS","FKTR",2011-06-16,2011-06-16 10:35:00,4136,"Check","",22.4166666666667,""
"PCS","FKTR",2011-06-17,2011-06-17 10:20:00,4135,"Pull","",23.75,""
"PCS","FKTR",2011-06-20,2011-06-20 09:35:00,4134,"Set","",0,""
"PCS","FKTR",2011-06-21,2011-06-21 09:40:00,4133,"Check","",24.0833333333333,""
"PCS","FKTR",2011-06-22,2011-06-22 09:33:00,4132,"Check","",23.8833333333333,""
"PCS","FKTR",2011-06-23,2011-06-23 08:38:00,4121,"Check","",23.0833333333333,""
"PCS","FKTR",2011-06-24,2011-06-24 11:51:00,4120,"Pull","",27.2166666666667,""
"PCS","FKTR",2011-06-27,2011-06-27 11:00:00,4119,"Set","",0,""
"PCS","FKTR",2011-06-28,2011-06-28 11:50:00,4118,"Check","",24.8333333333333,""
"PCS","FKTR",2011-06-29,2011-06-29 12:52:00,4117,"Check","",25.0333333333333,""
"PCS","FKTR",2011-06-30,2011-06-30 11:20:00,4116,"Check","",22.4666666666667,""
"PCS","FKTR",2011-07-01,2011-07-01 12:23:00,4115,"Pull","",25.05,""
"PCS","FKTR",2011-07-05,2011-07-05 10:00:00,4212,"Set","",0,""
"PCS","FKTR",2011-07-06,2011-07-06 09:45:00,4213,"Check","",23.75,"Secchi value seems too high."
"PCS","FKTR",2011-07-07,2011-07-07 10:35:00,4214,"Check","",24.8333333333333,""
"PCS","FKTR",2011-07-08,2011-07-08 12:08:00,4215,"Pull","",25.55,"Fyke was pulled until Fall fishing season."
"PCS","FKTR",2011-09-26,2011-09-26 09:20:00,4216,"Set","",0,"Fyke set for Fall fishing season."
"PCS","FKTR",2011-09-26,2011-09-26 09:20:00,4462,"Set","",0,"Fyke trap set for fall season"
"PCS","FKTR",2011-09-27,2011-09-27 09:18:00,4217,"Check","",23.9666666666667,"Shortened nose cable 10ft.. 1st Day Check - tested new platform."
"PCS","FKTR",2011-09-28,2011-09-28 12:00:00,4218,"Check","",26.7,""
"PCS","FKTR",2011-09-29,2011-09-29 09:15:00,4219,"Check","",21.25,"High water level."
"PCS","FKTR",2011-09-30,2011-09-30 08:10:00,4220,"Pull","",22.9166666666667,"High water/high tide"
"PCS","FKTR",2011-10-03,2011-10-03 10:40:00,4222,"Set","",0,"Monday FYKE set in"
"PCS","FKTR",2011-10-04,2011-10-04 11:03:00,4223,"Check","",24.3833333333333,""
"PCS","FKTR",2011-10-05,2011-10-05 11:20:00,4224,"Check","",24.2833333333333,""
"PCS","FKTR",2011-10-06,2011-10-06 11:10:00,4225,"Check","",23.8333333333333,"REAR ROPE WRAPPED BACKWARDS, UNABLE TO SET AS SAFETY, PULLED TRAP RESET LINE"
"PCS","FKTR",2011-10-07,2011-10-07 11:40:00,4226,"Check","",24.5,"AND PULL"
