SampleID,TrapRowID,SampleRowID,TrapStatus,Rev Counter,Comments,s_ColLineage,s_Generation,s_Lineage,Tide,FlowDirection
382,{594E3A63-0BD8-11D4-BCF6-006008038FF4},{594E3790-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
383,{594E3A65-0BD8-11D4-BCF6-006008038FF4},{594E3792-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
384,{30ABE9E3-728F-11D6-BE12-00104B2A7B96},{30ABE9E2-728F-11D6-BE12-00104B2A7B96},Check,,ec:781,,0,,,
385,{B507073A-7421-11D6-B278-00105AAA0B77},{B5070739-7421-11D6-B278-00105AAA0B77},Check,,Ec=745,,0,,,
386,{B50706F0-7421-11D6-B278-00105AAA0B77},{B50706EF-7421-11D6-B278-00105AAA0B77},Check,,Ec=754,,0,,,
387,{B50706AA-7421-11D6-B278-00105AAA0B77},{B50706A9-7421-11D6-B278-00105AAA0B77},Check,,Ec=801. STB 424 is recap,,0,,,
388,{B5070654-7421-11D6-B278-00105AAA0B77},{B5070653-7421-11D6-B278-00105AAA0B77},Check,,AMS skeleton.NO YSI,,0,,,
389,{B50707C4-7421-11D6-B278-00105AAA0B77},{B50707C3-7421-11D6-B278-00105AAA0B77},Check,,Ec=787,,0,,,
390,{30ABEB89-728F-11D6-BE12-00104B2A7B96},{30ABEB88-728F-11D6-BE12-00104B2A7B96},Check,,No YSI. 1AMS body,,1,,,
391,{B507081E-7421-11D6-B278-00105AAA0B77},{B507081D-7421-11D6-B278-00105AAA0B77},Check,,No YSI. STB 311 is recap from this year,,1,,,
392,{B50704B0-7421-11D6-B278-00105AAA0B77},{B50704AF-7421-11D6-B278-00105AAA0B77},Check,,Ec=568. CHC@714 is 17.3lbs,,0,,,
393,{B50704F8-7421-11D6-B278-00105AAA0B77},{B50704F7-7421-11D6-B278-00105AAA0B77},Check,,Ec=542. STB 576 is recap. Lower caudal,,0,,,
394,{75C4A9F4-8229-11D6-BE1F-00104B2A7B96},{75C4A9F3-8229-11D6-BE1F-00104B2A7B96},Check,,ec=600,,0,,,
395,{75C4A9C0-8229-11D6-BE1F-00104B2A7B96},{75C4A9BF-8229-11D6-BE1F-00104B2A7B96},Check,,ec=586,,0,,,
396,{201654A2-7E3C-11D6-B281-00105AAA0B77},{201654A1-7E3C-11D6-B281-00105AAA0B77},Check,,Ec=652,,0,,,
397,{201654EA-7E3C-11D6-B281-00105AAA0B77},{201654E9-7E3C-11D6-B281-00105AAA0B77},Check,,Ec=675,,0,,,
398,{20165518-7E3C-11D6-B281-00105AAA0B77},{20165517-7E3C-11D6-B281-00105AAA0B77},Check,,Ec=517,,0,,,
399,{5FB52CC2-848A-11D6-BE22-00104B2A7B96},{5FB52CC1-848A-11D6-BE22-00104B2A7B96},Check,,"ec:368, STB @ 422 recap-this year",,0,,,
400,{5FB52CE8-848A-11D6-BE22-00104B2A7B96},{5FB52CE7-848A-11D6-BE22-00104B2A7B96},Check,,ec:340,,0,,,
401,{5FB52CFA-848A-11D6-BE22-00104B2A7B96},{5FB52CF9-848A-11D6-BE22-00104B2A7B96},Check,,ec:337,,0,,,
402,{D96C034C-8936-11D6-BE2A-00104B2A7B96},{D96C034B-8936-11D6-BE2A-00104B2A7B96},Check,,ec=365,,0,,,
403,{D96C035E-8936-11D6-BE2A-00104B2A7B96},{D96C035D-8936-11D6-BE2A-00104B2A7B96},Pull,,ec=299,,0,,,
404,{EB4A197E-D16D-4BD3-9A62-4A363891F81E},{BE00B54E-10A7-4FA0-8701-D9645CD2B8EE},Set,,,,1863,,,
405,{688D9477-53E1-40C9-9E41-FFF6887753B7},{CD07F1A7-A469-425B-8AA9-4E4FD238324A},Pull,,Trap pulled post sample to complete cable liner,,1864,,,
406,{58C7EA41-7240-4853-871C-9580404F16D2},{971C36BB-4FD3-42F1-A3ED-14AB392FAE61},Set,,,,1863,,,
407,{594E3A67-0BD8-11D4-BCF6-006008038FF4},{594E3794-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
408,{594E3A68-0BD8-11D4-BCF6-006008038FF4},{594E3795-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
409,{594E3A6A-0BD8-11D4-BCF6-006008038FF4},{594E3797-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
410,{594E3A6C-0BD8-11D4-BCF6-006008038FF4},{594E3799-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
411,{594E3A6E-0BD8-11D4-BCF6-006008038FF4},{594E379B-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
412,{594E3A6F-0BD8-11D4-BCF6-006008038FF4},{594E379C-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
413,{594E3A73-0BD8-11D4-BCF6-006008038FF4},{594E37A2-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
414,{594E3A74-0BD8-11D4-BCF6-006008038FF4},{594E37A3-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
415,{594E3A75-0BD8-11D4-BCF6-006008038FF4},{594E37A4-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
416,{594E3A7C-0BD8-11D4-BCF6-006008038FF4},{594E37AB-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
417,{594E3A7D-0BD8-11D4-BCF6-006008038FF4},{594E37AC-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
418,{594E3A7E-0BD8-11D4-BCF6-006008038FF4},{594E37AD-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
419,{594E3A7F-0BD8-11D4-BCF6-006008038FF4},{594E37AE-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
420,{594E3A80-0BD8-11D4-BCF6-006008038FF4},{594E37AF-0BD8-11D4-BCF6-006008038FF4},Pull,,,,1862,,,
421,{3E21B31D-3CBC-11D4-B676-00104B2A7B96},{3E21B31C-3CBC-11D4-B676-00104B2A7B96},Set,,,,1,,,
422,{594E3A8B-0BD8-11D4-BCF6-006008038FF4},{594E37BE-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
423,{594E3A8C-0BD8-11D4-BCF6-006008038FF4},{594E37BF-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
424,{594E3A8D-0BD8-11D4-BCF6-006008038FF4},{594E37C0-0BD8-11D4-BCF6-006008038FF4},Check,,thermometer broken,,1,,,
425,{594E3A91-0BD8-11D4-BCF6-006008038FF4},{594E37C4-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
426,{594E3A92-0BD8-11D4-BCF6-006008038FF4},{594E37C5-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
430,{594E3A93-0BD8-11D4-BCF6-006008038FF4},{594E37C6-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
432,{594E3A94-0BD8-11D4-BCF6-006008038FF4},{594E37C7-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
433,{594E3A95-0BD8-11D4-BCF6-006008038FF4},{594E37C8-0BD8-11D4-BCF6-006008038FF4},Check,,,,1,,,
434,{594E3A9E-0BD8-11D4-BCF6-006008038FF4},{594E37E5-0BD8-11D4-BCF6-006008038FF4},Check,,1st day w/o lining,,1,,,
435,{4FBF1039-16B5-11D4-A9FB-02608CDA3A19},{4FBF1038-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
436,{4FBF105B-16B5-11D4-A9FB-02608CDA3A19},{4FBF105A-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
437,{4FBF1063-16B5-11D4-A9FB-02608CDA3A19},{4FBF1062-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
438,{4FBF1073-16B5-11D4-A9FB-02608CDA3A19},{4FBF1072-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
439,{4FBF1095-16B5-11D4-A9FB-02608CDA3A19},{4FBF1094-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
440,{4FBF10BD-16B5-11D4-A9FB-02608CDA3A19},{4FBF10BC-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
441,{4FBF10AF-16B5-11D4-A9FB-02608CDA3A19},{4FBF10AE-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
442,{4FBF10E1-16B5-11D4-A9FB-02608CDA3A19},{4FBF10E0-16B5-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
443,{CD5464BA-1A9B-11D4-A9FB-02608CDA3A19},{CD5464B9-1A9B-11D4-A9FB-02608CDA3A19},Check,,,,1,,,
444,{CD5464CE-1A9B-11D4-A9FB-02608CDA3A19},{CD5464CD-1A9B-11D4-A9FB-02608CDA3A19},Check,,"tree on cable, tweaked trap a bit",,1,,,
445,{50F0504F-2047-11D4-B659-00104B2A7B96},{50F0504E-2047-11D4-B659-00104B2A7B96},Check,,scb very heavily parasitized,,1,,,
446,{50F05065-2047-11D4-B659-00104B2A7B96},{50F05064-2047-11D4-B659-00104B2A7B96},Check,,,,1,,,
447,{50F05085-2047-11D4-B659-00104B2A7B96},{50F05084-2047-11D4-B659-00104B2A7B96},Check,,,,1,,,
448,{39DDE3E9-2523-11D4-B660-00104B2A7B96},{39DDE3E8-2523-11D4-B660-00104B2A7B96},Check,,,,1,,,
449,{39DDE407-2523-11D4-B660-00104B2A7B96},{39DDE406-2523-11D4-B660-00104B2A7B96},Check,,,,1,,,
450,{39DDE41F-2523-11D4-B660-00104B2A7B96},{39DDE41E-2523-11D4-B660-00104B2A7B96},Check,,,,1,,,
451,{5FE6607D-26C1-11D4-B661-00104B2A7B96},{5FE6607C-26C1-11D4-B661-00104B2A7B96},Check,,,,1,,,
452,{B11D3EBA-2AB2-11D4-B664-00104B2A7B96},{B11D3EB9-2AB2-11D4-B664-00104B2A7B96},Check,,,,1,,,
453,{B11D3EDC-2AB2-11D4-B664-00104B2A7B96},{B11D3EDB-2AB2-11D4-B664-00104B2A7B96},Check,,,,1,,,
454,{04260E51-2CD3-11D4-B669-00104B2A7B96},{04260E50-2CD3-11D4-B669-00104B2A7B96},Check,,,,1,,,
455,{1DB3971D-30D4-11D4-B66C-00104B2A7B96},{1DB3971C-30D4-11D4-B66C-00104B2A7B96},Check,,,,1,,,
456,{1DB3974B-30D4-11D4-B66C-00104B2A7B96},{1DB3974A-30D4-11D4-B66C-00104B2A7B96},Check,,,,1,,,
457,{912FC306-3250-11D4-B66E-00104B2A7B96},{912FC305-3250-11D4-B66E-00104B2A7B96},Check,,one 1/2 eaten AMS in trap,,1,,,
458,{E96A4A30-363C-11D4-B671-00104B2A7B96},{E96A4A2F-363C-11D4-B671-00104B2A7B96},Check,,,,1,,,
459,{D18E1DF2-3AF6-11D4-B674-00104B2A7B96},{D18E1DF1-3AF6-11D4-B674-00104B2A7B96},Check,,no thermometer,,1,,,
460,{D18E1E1A-3AF6-11D4-B674-00104B2A7B96},{D18E1E19-3AF6-11D4-B674-00104B2A7B96},Check,,,,1,,,
461,{AD066D3C-3BC1-11D4-B675-00104B2A7B96},{AD066D3B-3BC1-11D4-B675-00104B2A7B96},Check,,,,1,,,
462,{1C91FB37-3D4F-11D4-B677-00104B2A7B96},{1C91FB36-3D4F-11D4-B677-00104B2A7B96},Check,,,,1,,,
463,{345F8680-4077-11D4-B679-00104B2A7B96},{345F867F-4077-11D4-B679-00104B2A7B96},Check,,,,1,,,
464,{FD16D37B-42E1-11D4-B67B-00104B2A7B96},{FD16D37A-42E1-11D4-B67B-00104B2A7B96},Check,,,,1,,,
465,{44989CA6-42D2-11D4-B67B-00104B2A7B96},{44989CA5-42D2-11D4-B67B-00104B2A7B96},Check,,,,1,,,
466,{3A4EBC86-43AD-11D4-B67C-00104B2A7B96},{3A4EBC85-43AD-11D4-B67C-00104B2A7B96},Check,,,,1,,,
467,{46851A3D-4624-11D4-B67D-00104B2A7B96},{46851A3C-4624-11D4-B67D-00104B2A7B96},Check,,,,1,,,
468,{7FB5A68F-4C61-11D4-B685-00104B2A7B96},{7FB5A68E-4C61-11D4-B685-00104B2A7B96},Check,,,,1,,,
469,{7FB5A709-4C61-11D4-B685-00104B2A7B96},{7FB5A708-4C61-11D4-B685-00104B2A7B96},Check,,,,1,,,
470,{7FB5A729-4C61-11D4-B685-00104B2A7B96},{7FB5A728-4C61-11D4-B685-00104B2A7B96},Check,,,,1,,,
471,{7F513C5C-4DD0-11D4-B687-00104B2A7B96},{7F513C5B-4DD0-11D4-B687-00104B2A7B96},Check,,,,1,,,
472,{F51918D1-56A8-11D4-B68B-00104B2A7B96},{F51918D0-56A8-11D4-B68B-00104B2A7B96},Pull,,,,1864,,,
473,{0A7F8A76-E350-11D4-BC4D-00104B2A7B96},{0A7F8A75-E350-11D4-BC4D-00104B2A7B96},Set,,,,1,,,
474,{0A7F8A78-E350-11D4-BC4D-00104B2A7B96},{0A7F8A77-E350-11D4-BC4D-00104B2A7B96},Check,,high tide- outgoing,,1,,,
475,{3B3FDA9A-DC4C-11D4-BC47-00104B2A7B96},{3B3FDA99-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
476,{3B3FDAB6-DC4C-11D4-BC47-00104B2A7B96},{3B3FDAB5-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
477,{E72F0712-9AD8-11D4-BC0D-00104B2A7B96},{E72F0711-9AD8-11D4-BC0D-00104B2A7B96},Pull,,CHC @ 562mm with head stuck in trap door,,1,,,
478,{E72F073A-9AD8-11D4-BC0D-00104B2A7B96},{E72F0739-9AD8-11D4-BC0D-00104B2A7B96},Set,,alligned trap in channel,,1,,,
479,{AE012B65-9EB9-11D4-BC0F-00104B2A7B96},{AE012B64-9EB9-11D4-BC0F-00104B2A7B96},Check,,,,1,,,
480,{3FE93298-9EDB-11D4-BC0F-00104B2A7B96},{3FE93297-9EDB-11D4-BC0F-00104B2A7B96},Check,,"1 dead WHC floating in trap, length N/A",,1,,,
481,{B8586D7D-A14F-11D4-BC13-00104B2A7B96},{B8586D7C-A14F-11D4-BC13-00104B2A7B96},Check,,Temp. estimate with backup thermometer(split merc.,,1,,,
482,{B8586D99-A14F-11D4-BC13-00104B2A7B96},{B8586D98-A14F-11D4-BC13-00104B2A7B96},Check,,"New thermometer, double ck. Temperature",,1,,,
483,{E2C23720-A6B9-11D4-BC19-00104B2A7B96},{E2C2371F-A6B9-11D4-BC19-00104B2A7B96},Check,,photo of CHN,,1,,,
484,{E2C236FC-A6B9-11D4-BC19-00104B2A7B96},{E2C236FB-A6B9-11D4-BC19-00104B2A7B96},Check,,STB @768mm w/ tag #F.0532 DFG Stockton,,1,,,
485,{E2C236D6-A6B9-11D4-BC19-00104B2A7B96},{E2C236D5-A6B9-11D4-BC19-00104B2A7B96},Check,,,,1,,,
486,{35107B1A-AF46-11D4-BC21-00104B2A7B96},{35107B19-AF46-11D4-BC21-00104B2A7B96},Check,,Both salmon were male(pictures),,1,,,
487,{35107AFE-AF46-11D4-BC21-00104B2A7B96},{35107AFD-AF46-11D4-BC21-00104B2A7B96},Check,,Large Woody debris moved off of trap,,1,,,
488,{35107B0A-AF46-11D4-BC21-00104B2A7B96},{35107B09-AF46-11D4-BC21-00104B2A7B96},Check,,"Salmon- Black tongue,white lower & upper gums",,1,,,
489,{35107AE2-AF46-11D4-BC21-00104B2A7B96},{35107AE1-AF46-11D4-BC21-00104B2A7B96},Check,,Large mitten crab on outside of trap,,1,,,
490,{80E579AF-B0D6-11D4-BC23-00104B2A7B96},{80E579AE-B0D6-11D4-BC23-00104B2A7B96},Check,,,,1,,,
491,{0A13F17E-B1BD-11D4-BC24-00104B2A7B96},{0A13F17D-B1BD-11D4-BC24-00104B2A7B96},Check,,,,1,,,
492,{2CEE0EF0-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0EEF-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
493,{2CEE0EDE-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0EDD-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
494,{2CEE0ECC-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0ECB-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
495,{2CEE0EB2-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0EB1-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
496,{2CEE0E9A-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0E99-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
497,{2CEE0E8A-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0E89-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
498,{2CEE0E86-BF1B-11D4-BC2F-00104B2A7B96},{2CEE0E85-BF1B-11D4-BC2F-00104B2A7B96},Check,,,,1,,,
499,{55438792-CF9F-11D4-BC3D-00104B2A7B96},{55438791-CF9F-11D4-BC3D-00104B2A7B96},Check,,,,1,,,
500,{55438774-CF9F-11D4-BC3D-00104B2A7B96},{55438773-CF9F-11D4-BC3D-00104B2A7B96},Check,,,,1,,,
501,{55438766-CF9F-11D4-BC3D-00104B2A7B96},{55438765-CF9F-11D4-BC3D-00104B2A7B96},Check,,,,1,,,
502,{554387A2-CF9F-11D4-BC3D-00104B2A7B96},{554387A1-CF9F-11D4-BC3D-00104B2A7B96},Check,,,,1,,,
503,{3B3FDB68-DC4C-11D4-BC47-00104B2A7B96},{3B3FDB67-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
504,{3B3FDB56-DC4C-11D4-BC47-00104B2A7B96},{3B3FDB55-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
505,{3B3FDB30-DC4C-11D4-BC47-00104B2A7B96},{3B3FDB2F-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
506,{3B3FDB1A-DC4C-11D4-BC47-00104B2A7B96},{3B3FDB19-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
507,{3B3FDB04-DC4C-11D4-BC47-00104B2A7B96},{3B3FDB03-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
508,{3B3FDAF8-DC4C-11D4-BC47-00104B2A7B96},{3B3FDAF7-DC4C-11D4-BC47-00104B2A7B96},Pull,,dead beaver in trap,,1,,,
509,{3B3FDAF6-DC4C-11D4-BC47-00104B2A7B96},{3B3FDAF5-DC4C-11D4-BC47-00104B2A7B96},Set,,,,1,,,
510,{3B3FDAE4-DC4C-11D4-BC47-00104B2A7B96},{3B3FDAE3-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
511,{3B3FDAD0-DC4C-11D4-BC47-00104B2A7B96},{3B3FDACF-DC4C-11D4-BC47-00104B2A7B96},Check,,,,1,,,
512,{C310CAB3-E34D-11D4-BC4D-00104B2A7B96},{C310CAB2-E34D-11D4-BC4D-00104B2A7B96},Check,,,,1,,,
513,{C310CACD-E34D-11D4-BC4D-00104B2A7B96},{C310CACC-E34D-11D4-BC4D-00104B2A7B96},Check,,,,1,,,
514,{C310CAD5-E34D-11D4-BC4D-00104B2A7B96},{C310CAD4-E34D-11D4-BC4D-00104B2A7B96},Check,,,,1,,,
